make,model,year,fuel_type,engine_size,avg_consumption
Honda,Accord Sedan,2012,petrol,3.5,8.6
Honda,Accord Sedan,2016,petrol,2.4,7.6
Honda,Accord Sedan,2016,petrol,3.5,9.4
Honda,Accord Sedan,2017,petrol,2.4,7.8
Honda,Accord Sedan,2017,petrol,3.5,9.5
Honda,Accord Sport,2016,petrol,2.4,8.0
Honda,Accord Sport/Touring,2018,petrol,2.0,9.1
Honda,Accord Sport/Touring,2019,petrol,2.0,9.1
Honda,Accord Sport/Touring,2020,petrol,2.0,9.1
Honda,Accord Sport/Touring,2021,petrol,1.5,7.5
Honda,Accord Sport/Touring,2021,petrol,2.0,9.1
Honda,Accord Sport/Touring,2022,petrol,1.5,7.5
Honda,Accord Sport/Touring,2022,petrol,2.0,9.1
Honda,CR-V,2007,petrol,2.4,8.9
Honda,CR-V,2008,petrol,2.4,9.0
Honda,CR-V,2009,petrol,2.4,9.0
Honda,CR-V,2010,petrol,2.4,8.5
Honda,CR-V,2011,petrol,2.4,8.5
Honda,CR-V,2012,petrol,2.4,7.8
Honda,CR-V,2013,petrol,2.4,7.8
Honda,CR-V,2014,petrol,2.4,7.8
Honda,CR-V,2015,petrol,2.4,7.8
Honda,CR-V,2016,petrol,2.4,7.9
Honda,CR-V,2017,petrol,1.5,7.8
Honda,CR-V,2018,petrol,1.5,7.8
Honda,CR-V,2019,petrol,1.5,7.8
Honda,CR-V,2020,petrol,1.5,7.7
Honda,CR-V,2021,petrol,1.5,7.7
Honda,CR-V,2022,petrol,1.5,7.7
Honda,CR-V,2023,petrol,1.5,7.8
Honda,CR-V,2024,petrol,1.5,7.8
Honda,CR-V,2025,petrol,1.5,7.8
Honda,CR-V,2026,petrol,1.5,7.8
Honda,CR-V 4X4,2006,petrol,2.4,9.65
Honda,CR-V AWD,2005,petrol,2.4,9.65
Honda,CR-V AWD,2007,petrol,2.4,9.4
Honda,CR-V AWD,2008,petrol,2.4,9.4
Honda,CR-V AWD,2009,petrol,2.4,9.4
Honda,CR-V AWD,2010,petrol,2.4,9.0
Honda,CR-V AWD,2011,petrol,2.4,9.0
Honda,CR-V AWD,2012,petrol,2.4,8.1
Honda,CR-V AWD,2013,petrol,2.4,8.1
Honda,CR-V AWD,2014,petrol,2.4,8.1
Honda,CR-V AWD,2015,petrol,2.4,8.3
Honda,CR-V AWD,2016,petrol,2.4,8.6
Honda,CR-V AWD,2017,petrol,1.5,8.0
Honda,CR-V AWD,2018,petrol,1.5,8.0
Honda,CR-V AWD,2019,petrol,1.5,8.0
Honda,CR-V AWD,2020,petrol,1.5,8.1
Honda,CR-V AWD,2021,petrol,1.5,8.1
Honda,CR-V AWD,2022,petrol,1.5,8.1
Honda,CR-V AWD,2023,petrol,1.5,8.4
Honda,CR-V AWD,2024,petrol,1.5,8.4
Honda,CR-V AWD,2025,petrol,1.5,8.4
Honda,CR-V AWD,2026,petrol,1.5,8.4
Honda,CR-V Hybrid AWD,2023,hybrid,2.0,6.4
Honda,CR-V Hybrid AWD,2024,hybrid,2.0,6.4
Honda,CR-V Hybrid AWD,2025,hybrid,2.0,6.4
Honda,CR-V Hybrid AWD,2026,hybrid,2.0,6.4
Honda,CR-V Hybrid AWD TrailSport,2026,hybrid,2.0,6.7
Honda,CR-Z,2011,hybrid,1.5,5.65
Honda,CR-Z,2012,hybrid,1.5,5.65
Honda,CR-Z,2013,hybrid,1.5,5.5
Honda,CR-Z,2014,hybrid,1.5,5.5
Honda,CR-Z,2015,hybrid,1.5,6.6
Honda,CR-Z,2016,hybrid,1.5,7.05
Honda,Civic,2005,petrol,1.7,6.85
Honda,Civic,2005,petrol,2.0,8.2
Honda,Civic,2006,petrol,1.8,7.0
Honda,Civic,2007,petrol,1.8,7.0
Honda,Civic,2007,petrol,2.0,8.7
Honda,Civic,2008,petrol,1.8,6.8
Honda,Civic,2008,petrol,2.0,8.7
Honda,Civic,2009,petrol,1.8,6.8
Honda,Civic,2009,petrol,2.0,8.7
Honda,Civic,2010,petrol,1.8,6.8
Honda,Civic,2010,petrol,2.0,8.7
Honda,Civic,2011,petrol,1.8,6.8
Honda,Civic,2011,petrol,2.0,8.7
Honda,Civic,2012,petrol,1.8,6.3
Honda,Civic,2012,petrol,2.4,8.4
Honda,Civic,2013,petrol,1.8,6.3
Honda,Civic,2013,petrol,2.4,8.4
Honda,Civic,2014,petrol,1.8,6.2
Honda,Civic,2015,petrol,1.8,7.33
Honda,Civic Coupe,2016,petrol,1.5,6.7
Honda,Civic Coupe,2016,petrol,2.0,7.3
Honda,Civic Coupe,2017,petrol,1.5,6.8
Honda,Civic Coupe,2017,petrol,2.0,7.2
Honda,Civic Coupe,2018,petrol,1.5,6.8
Honda,Civic Coupe,2018,petrol,2.0,7.2
Honda,Civic Coupe,2019,petrol,1.5,7.2
Honda,Civic Coupe,2019,petrol,2.0,7.57
Honda,Civic Coupe,2020,petrol,1.5,7.2
Honda,Civic Coupe,2020,petrol,2.0,7.57
Honda,Civic Coupe Si,2018,petrol,1.5,7.4
Honda,Civic Coupe Si,2019,petrol,1.5,7.4
Honda,Civic Coupe Si,2020,petrol,1.5,7.8
Honda,Civic Hatchback,2017,petrol,1.5,7.18
Honda,Civic Hatchback,2018,petrol,1.5,7.13
Honda,Civic Hatchback,2019,petrol,1.5,7.13
Honda,Civic Hatchback,2020,petrol,1.5,7.05
Honda,Civic Hatchback,2021,petrol,1.5,7.3
Honda,Civic Hatchback,2022,petrol,1.5,7.3
Honda,Civic Hatchback,2022,petrol,2.0,7.6
Honda,Civic Hatchback,2023,petrol,1.5,7.3
Honda,Civic Hatchback,2023,petrol,2.0,7.6
Honda,Civic Hatchback,2024,petrol,1.5,7.3
Honda,Civic Hatchback,2024,petrol,2.0,7.6
Honda,Civic Hatchback,2025,petrol,2.0,7.0
Honda,Civic Hatchback,2026,petrol,2.0,7.0
Honda,Civic Hatchback Hybrid,2025,hybrid,2.0,5.0
Honda,Civic Hatchback Hybrid,2026,hybrid,2.0,5.0
Honda,Civic Hatchback Sport,2018,petrol,1.5,7.25
Honda,Civic Hatchback Sport,2019,petrol,1.5,7.25
Honda,Civic Hatchback Sport,2020,petrol,1.5,7.3
Honda,Civic Hatchback Sport,2021,petrol,1.5,7.35
Honda,Civic Hybrid,2005,hybrid,1.3,4.8
Honda,Civic Hybrid,2006,hybrid,1.3,4.5
Honda,Civic Hybrid,2007,hybrid,1.3,4.5
Honda,Civic Hybrid,2008,hybrid,1.3,4.5
Honda,Civic Hybrid,2009,hybrid,1.3,4.5
Honda,Civic Hybrid,2010,hybrid,1.3,4.5
Honda,Civic Hybrid,2011,hybrid,1.3,4.5
Honda,Civic Hybrid,2012,hybrid,1.5,4.3
Honda,Civic Hybrid,2013,hybrid,1.5,4.3
Honda,Civic Hybrid,2015,hybrid,1.5,5.2
Honda,Civic Sedan,2016,petrol,1.5,6.7
Honda,Civic Sedan,2016,petrol,2.0,7.2
Honda,Civic Sedan,2017,petrol,1.5,6.6
Honda,Civic Sedan,2017,petrol,2.0,7.2
Honda,Civic Sedan,2018,petrol,1.5,6.6
Honda,Civic Sedan,2018,petrol,2.0,7.2
Honda,Civic Sedan,2019,petrol,1.5,7.1
Honda,Civic Sedan,2019,petrol,2.0,7.5
Honda,Civic Sedan,2020,petrol,1.5,7.1
Honda,Civic Sedan,2020,petrol,2.0,7.5
Honda,Civic Sedan,2021,petrol,1.5,7.1
Honda,Civic Sedan,2021,petrol,2.0,7.25
Honda,Civic Sedan,2022,petrol,1.5,6.9
Honda,Civic Sedan,2022,petrol,2.0,7.0
Honda,Civic Sedan,2023,petrol,1.5,6.9
Honda,Civic Sedan,2023,petrol,2.0,7.0
Honda,Civic Sedan,2024,petrol,1.5,6.9
Honda,Civic Sedan,2024,petrol,2.0,7.0
Honda,Civic Sedan,2025,petrol,2.0,6.8
Honda,Civic Sedan,2026,petrol,2.0,6.8
Honda,Civic Sedan Hybrid,2025,hybrid,2.0,4.9
Honda,Civic Sedan Hybrid,2026,hybrid,2.0,4.9
Honda,Civic Sedan Si,2018,petrol,1.5,7.4
Honda,Civic Sedan Si,2019,petrol,1.5,7.4
Honda,Civic Sedan Si,2020,petrol,1.5,7.8
Honda,Civic Sedan Si,2022,petrol,1.5,7.7
Honda,Civic Sedan Si,2023,petrol,1.5,7.7
Honda,Civic Sedan Si,2024,petrol,1.5,7.7
Honda,Civic Sedan Si,2025,petrol,1.5,7.7
Honda,Civic Sedan Si,2026,petrol,1.5,7.7
Honda,Civic Si,2005,petrol,1.7,6.95
Honda,Civic Si,2006,petrol,2.0,8.7
Honda,Civic Si,2015,petrol,2.4,9.4
Honda,Civic Type R,2018,petrol,2.0,9.6
Honda,Civic Type R,2019,petrol,2.0,9.6
Honda,Civic Type R,2020,petrol,2.0,9.6
Honda,Civic Type R,2021,petrol,2.0,9.6
Honda,Civic Type R,2023,petrol,2.0,9.7
Honda,Civic Type R,2024,petrol,2.0,9.7
Honda,Civic Type R,2025,petrol,2.0,9.7
Honda,Clarity Plug-in Hybrid,2018,hybrid,1.5,5.6
Honda,Clarity Plug-in Hybrid,2019,hybrid,1.5,5.6
Honda,Clarity Plug-in Hybrid,2020,hybrid,1.5,5.6
Honda,Clarity Plug-in Hybrid,2021,hybrid,1.5,5.6
Honda,Crosstour,2013,petrol,2.4,8.1
Honda,Crosstour,2013,petrol,3.5,8.7
Honda,Crosstour AWD,2013,petrol,3.5,9.3
Honda,Crosstour AWD,2014,petrol,3.5,9.3
Honda,Element,2006,petrol,2.4,9.75
Honda,Element,2007,petrol,2.4,9.75
Honda,Element,2008,petrol,2.4,9.75
Honda,Element,2009,petrol,2.4,9.4
Honda,Element,2010,petrol,2.4,9.4
Honda,Element,2011,petrol,2.4,9.4
Honda,Element 4X4,2006,petrol,2.4,10.2
Honda,Element AWD,2007,petrol,2.4,10.0
Honda,Element AWD,2008,petrol,2.4,10.0
Honda,Element AWD,2009,petrol,2.4,9.8
Honda,Element AWD,2010,petrol,2.4,9.8
Honda,Element AWD,2011,petrol,2.4,9.8
Honda,Fit,2007,petrol,1.5,6.8
Honda,Fit,2008,petrol,1.5,6.77
Honda,Fit,2009,petrol,1.5,6.45
Honda,Fit,2010,petrol,1.5,6.45
Honda,Fit,2011,petrol,1.5,6.4
Honda,Fit,2012,petrol,1.5,6.4
Honda,Fit,2013,petrol,1.5,6.4
Honda,Fit,2014,petrol,1.5,6.4
Honda,Fit,2015,petrol,1.5,6.83
Honda,Fit,2016,petrol,1.5,6.83
Honda,Fit,2017,petrol,1.5,6.97
Honda,Fit,2018,petrol,1.5,6.97
Honda,Fit,2019,petrol,1.5,6.97
Honda,Fit,2020,petrol,1.5,6.97
Honda,HR-V,2016,petrol,1.8,7.83
Honda,HR-V,2017,petrol,1.8,7.93
Honda,HR-V,2018,petrol,1.8,7.93
Honda,HR-V,2019,petrol,1.8,7.8
Honda,HR-V,2020,petrol,1.8,7.8
Honda,HR-V,2021,petrol,1.8,7.8
Honda,HR-V,2022,petrol,1.8,7.8
Honda,HR-V,2023,petrol,2.0,8.3
Honda,HR-V,2024,petrol,2.0,8.3
Honda,HR-V,2025,petrol,2.0,8.3
Honda,HR-V,2026,petrol,2.0,8.3
Honda,HR-V AWD,2016,petrol,1.8,8.1
Honda,HR-V AWD,2017,petrol,1.8,8.2
Honda,HR-V AWD,2018,petrol,1.8,8.2
Honda,HR-V AWD,2019,petrol,1.8,8.35
Honda,HR-V AWD,2020,petrol,1.8,8.35
Honda,HR-V AWD,2021,petrol,1.8,8.35
Honda,HR-V AWD,2022,petrol,1.8,8.35
Honda,HR-V AWD,2023,petrol,2.0,8.7
Honda,HR-V AWD,2024,petrol,2.0,8.7
Honda,HR-V AWD,2025,petrol,2.0,8.7
Honda,HR-V AWD,2026,petrol,2.0,8.7
Honda,Insight,2005,hybrid,1.0,3.6
Honda,Insight,2006,hybrid,1.0,3.6
Honda,Insight,2010,hybrid,1.3,4.7
Honda,Insight,2013,hybrid,1.3,4.6
Honda,Insight DX/LX,2011,hybrid,1.3,4.7
Honda,Insight EX,2010,hybrid,1.3,4.8
Honda,Insight EX,2011,hybrid,1.3,4.7
Honda,Insight EX,2013,hybrid,1.3,4.5
Honda,Insight EX,2019,hybrid,1.5,4.9
Honda,Insight EX,2021,hybrid,1.5,4.9
Honda,Insight EX/Touring,2020,hybrid,1.5,4.9
Honda,Insight LX,2012,hybrid,1.3,4.6
Honda,Insight Touring,2019,hybrid,1.5,4.9
Honda,Insight Touring,2021,hybrid,1.5,4.9
Honda,Odyssey,2005,petrol,3.5,10.7
Honda,Odyssey,2006,petrol,3.5,10.7
Honda,Odyssey,2007,petrol,3.5,11.1
Honda,Odyssey,2008,petrol,3.5,11.1
Honda,Odyssey,2009,petrol,3.5,11.1
Honda,Odyssey,2010,petrol,3.5,11.1
Honda,Odyssey,2011,petrol,3.5,9.7
Honda,Odyssey,2012,petrol,3.5,9.7
Honda,Odyssey,2013,petrol,3.5,9.7
Honda,Odyssey,2014,petrol,3.5,9.2
Honda,Odyssey,2015,petrol,3.5,10.6
Honda,Odyssey,2016,petrol,3.5,10.6
Honda,Odyssey,2017,petrol,3.5,10.7
Honda,Odyssey,2018,petrol,3.5,10.7
Honda,Odyssey,2019,petrol,3.5,10.7
Honda,Odyssey,2020,petrol,3.5,10.6
Honda,Odyssey,2021,petrol,3.5,10.6
Honda,Odyssey,2022,petrol,3.5,10.6
Honda,Odyssey,2023,petrol,3.5,10.6
Honda,Odyssey,2024,petrol,3.5,10.6
Honda,Odyssey,2025,petrol,3.5,10.6
Honda,Odyssey,2026,petrol,3.5,10.6
Honda,Odyssey EX-L,2005,petrol,3.5,10.1
Honda,Odyssey EX-L/Touring,2006,petrol,3.5,10.0
Honda,Odyssey EX-L/Touring,2007,petrol,3.5,10.7
Honda,Odyssey EX-L/Touring,2008,petrol,3.5,10.3
Honda,Odyssey EX-L/Touring,2009,petrol,3.5,10.3
Honda,Odyssey EX-L/Touring,2010,petrol,3.5,10.3
Honda,Odyssey Touring,2011,petrol,3.5,9.2
Honda,Odyssey Touring,2012,petrol,3.5,9.2
Honda,Odyssey Touring,2013,petrol,3.5,9.2
Honda,Odyssey Touring,2018,petrol,3.5,10.6
Honda,Odyssey Touring,2019,petrol,3.5,10.6
Honda,Passport AWD,2019,petrol,3.5,11.3
Honda,Passport AWD,2020,petrol,3.5,11.3
Honda,Passport AWD,2021,petrol,3.5,11.3
Honda,Passport AWD,2022,petrol,3.5,11.3
Honda,Passport AWD,2023,petrol,3.5,11.3
Honda,Passport AWD,2024,petrol,3.5,11.3
Honda,Passport AWD,2025,petrol,3.5,11.3
Honda,Passport AWD,2026,petrol,3.5,10.8
Honda,Passport AWD TrailSport,2026,petrol,3.5,11.4
Honda,Pilot,2007,petrol,3.5,11.3
Honda,Pilot,2008,petrol,3.5,11.3
Honda,Pilot,2009,petrol,3.5,10.9
Honda,Pilot,2010,petrol,3.5,10.9
Honda,Pilot,2011,petrol,3.5,10.9
Honda,Pilot,2012,petrol,3.5,10.0
Honda,Pilot,2013,petrol,3.5,10.0
Honda,Pilot,2014,petrol,3.5,10.0
Honda,Pilot,2015,petrol,3.5,11.5
Honda,Pilot,2016,petrol,3.5,10.8
Honda,Pilot,2017,petrol,3.5,10.8
Honda,Pilot,2019,petrol,3.5,10.7
Honda,Pilot 4WD,2015,petrol,3.5,12.0
Honda,Pilot 4X4,2006,petrol,3.5,12.2
Honda,Pilot AWD,2005,petrol,3.5,12.3
Honda,Pilot AWD,2007,petrol,3.5,12.2
Honda,Pilot AWD,2008,petrol,3.5,12.2
Honda,Pilot AWD,2009,petrol,3.5,11.3
Honda,Pilot AWD,2010,petrol,3.5,11.3
Honda,Pilot AWD,2011,petrol,3.5,11.3
Honda,Pilot AWD,2012,petrol,3.5,10.5
Honda,Pilot AWD,2013,petrol,3.5,10.5
Honda,Pilot AWD,2014,petrol,3.5,10.5
Honda,Pilot AWD,2016,petrol,3.5,11.15
Honda,Pilot AWD,2017,petrol,3.5,11.15
Honda,Pilot AWD,2018,petrol,3.5,11.15
Honda,Pilot AWD,2019,petrol,3.5,11.15
Honda,Pilot AWD,2020,petrol,3.5,11.15
Honda,Pilot AWD,2021,petrol,3.5,11.0
Honda,Pilot AWD,2022,petrol,3.5,11.0
Honda,Pilot AWD,2023,petrol,3.5,11.0
Honda,Pilot AWD,2024,petrol,3.5,11.0
Honda,Pilot AWD,2025,petrol,3.5,11.0
Honda,Pilot AWD Touring/Elite/Black,2023,petrol,3.5,11.2
Honda,Pilot AWD Touring/Elite/Black,2024,petrol,3.5,11.2
Honda,Pilot AWD Touring/Elite/Black,2025,petrol,3.5,11.2
Honda,Pilot AWD TrailSport,2022,petrol,3.5,11.1
Honda,Pilot AWD TrailSport,2023,petrol,3.5,11.8
Honda,Pilot AWD TrailSport,2024,petrol,3.5,11.8
Honda,Pilot AWD TrailSport,2025,petrol,3.5,11.8
Honda,Prelude,2026,petrol,2.0,5.4
Honda,Prologue EX AWD,2024,electric,,22.1
Honda,Prologue EX-L AWD,2024,electric,,22.1
Honda,Prologue Touring AWD,2024,electric,,22.8
Honda,Ridgeline 4X4,2006,petrol,3.5,12.5
Honda,Ridgeline AWD,2007,petrol,3.5,12.5
Honda,Ridgeline AWD,2008,petrol,3.5,12.5
Honda,Ridgeline AWD,2009,petrol,3.5,12.1
Honda,Ridgeline AWD,2010,petrol,3.5,12.1
Honda,Ridgeline AWD,2011,petrol,3.5,12.1
Honda,Ridgeline AWD,2012,petrol,3.5,11.8
Honda,Ridgeline AWD,2013,petrol,3.5,11.8
Honda,Ridgeline AWD,2014,petrol,3.5,11.8
Honda,Ridgeline AWD,2017,petrol,3.5,11.3
Honda,Ridgeline AWD,2018,petrol,3.5,11.3
Honda,Ridgeline AWD,2019,petrol,3.5,11.3
Honda,Ridgeline AWD,2020,petrol,3.5,11.4
Honda,Ridgeline AWD,2021,petrol,3.5,11.5
Honda,Ridgeline AWD,2022,petrol,3.5,11.5
Honda,Ridgeline AWD,2023,petrol,3.5,11.5
Honda,Ridgeline AWD,2024,petrol,3.5,11.5
Honda,Ridgeline AWD,2025,petrol,3.5,11.5
Honda,Ridgeline AWD,2026,petrol,3.5,11.5
Honda,Ridgeline AWD TrailSport,2024,petrol,3.5,11.6
Honda,Ridgeline AWD TrailSport,2025,petrol,3.5,11.6
Honda,Ridgeline AWD TrailSport,2026,petrol,3.5,11.6
Honda,S2000,2005,petrol,2.2,10.5
Honda,S2000,2006,petrol,2.2,10.2
Honda,S2000,2007,petrol,2.2,10.2
Honda,S2000,2008,petrol,2.2,10.2
Honda,S2000,2009,petrol,2.2,10.2
Hyundai,Accent,2005,petrol,1.6,7.55
Hyundai,Accent,2007,petrol,1.6,7.15
Hyundai,Accent,2008,petrol,1.6,7.1
Hyundai,Accent,2009,petrol,1.6,6.85
Hyundai,Accent,2010,petrol,1.6,6.6
Hyundai,Accent,2011,petrol,1.6,6.65
Hyundai,Accent,2012,petrol,1.6,6.25
Hyundai,Accent,2013,petrol,1.6,6.3
Hyundai,Accent,2014,petrol,1.6,6.5
Hyundai,Accent,2015,petrol,1.6,7.65
Hyundai,Accent,2016,petrol,1.6,7.65
Hyundai,Accent,2017,petrol,1.6,7.85
Hyundai,Accent,2018,petrol,1.6,7.35
Hyundai,Accent,2019,petrol,1.6,7.3
Hyundai,Accent,2020,petrol,1.6,6.85
Hyundai,Accent 3/5-Door,2006,petrol,1.6,7.55
Hyundai,Accent 4-Door,2006,petrol,1.6,7.0
Hyundai,Azera,2006,petrol,3.8,10.2
Hyundai,Azera,2007,petrol,3.8,10.2
Hyundai,Azera,2008,petrol,3.8,10.2
Hyundai,Azera,2009,petrol,3.8,10.2
Hyundai,Elantra,2005,petrol,2.0,8.0
Hyundai,Elantra,2006,petrol,2.0,8.0
Hyundai,Elantra,2007,petrol,2.0,7.25
Hyundai,Elantra,2008,petrol,2.0,7.25
Hyundai,Elantra,2009,petrol,2.0,7.25
Hyundai,Elantra,2010,petrol,2.0,6.95
Hyundai,Elantra,2011,petrol,1.8,6.25
Hyundai,Elantra,2012,petrol,1.8,6.25
Hyundai,Elantra,2013,petrol,1.8,6.3
Hyundai,Elantra,2015,petrol,1.8,7.6
Hyundai,Elantra,2015,petrol,2.0,8.4
Hyundai,Elantra,2016,petrol,1.8,7.6
Hyundai,Elantra,2016,petrol,2.0,8.4
Hyundai,Elantra,2017,petrol,2.0,7.7
Hyundai,Elantra,2018,petrol,1.6,8.75
Hyundai,Elantra,2018,petrol,2.0,7.7
Hyundai,Elantra,2019,petrol,1.6,8.75
Hyundai,Elantra,2019,petrol,2.0,7.7
Hyundai,Elantra,2020,petrol,1.6,8.55
Hyundai,Elantra,2020,petrol,2.0,7.35
Hyundai,Elantra,2021,petrol,1.6,7.6
Hyundai,Elantra,2021,petrol,2.0,7.25
Hyundai,Elantra,2022,petrol,1.6,7.6
Hyundai,Elantra,2022,petrol,2.0,7.25
Hyundai,Elantra,2023,petrol,1.6,7.6
Hyundai,Elantra,2023,petrol,2.0,6.7
Hyundai,Elantra,2024,petrol,1.6,7.6
Hyundai,Elantra,2024,petrol,2.0,6.8
Hyundai,Elantra,2025,petrol,1.6,7.6
Hyundai,Elantra,2025,petrol,2.0,6.9
Hyundai,Elantra,2026,petrol,1.6,7.6
Hyundai,Elantra,2026,petrol,2.0,6.9
Hyundai,Elantra (ISG),2021,petrol,2.0,6.4
Hyundai,Elantra (ISG),2022,petrol,2.0,6.4
Hyundai,Elantra (ISG),2023,petrol,2.0,6.4
Hyundai,Elantra (Stop/Start),2024,petrol,2.0,6.5
Hyundai,Elantra (Stop/Start),2025,petrol,2.0,6.5
Hyundai,Elantra (Stop/Start),2026,petrol,2.0,6.8
Hyundai,Elantra Blue,2010,petrol,2.0,6.8
Hyundai,Elantra Coupe,2013,petrol,1.8,6.4
Hyundai,Elantra Coupe,2015,petrol,2.0,8.3
Hyundai,Elantra Hybrid,2023,hybrid,1.6,4.7
Hyundai,Elantra Hybrid,2024,hybrid,1.6,4.7
Hyundai,Elantra Hybrid,2025,hybrid,1.6,4.7
Hyundai,Elantra Hybrid,2026,hybrid,1.6,4.7
Hyundai,Elantra Hybrid Blue,2021,hybrid,1.6,4.4
Hyundai,Elantra Hybrid Blue,2022,hybrid,1.6,4.4
Hyundai,Elantra N,2022,petrol,2.0,9.8
Hyundai,Elantra N,2023,petrol,2.0,9.8
Hyundai,Elantra N,2024,petrol,2.0,10.05
Hyundai,Elantra N,2025,petrol,2.0,10.05
Hyundai,Elantra N,2026,petrol,2.0,10.05
Hyundai,Elantra Touring,2009,petrol,2.0,7.75
Hyundai,Elantra Touring,2010,petrol,2.0,7.75
Hyundai,Elantra Touring,2011,petrol,2.0,7.75
Hyundai,Elantra Touring,2012,petrol,2.0,7.75
Hyundai,Entourage,2007,petrol,3.8,11.2
Hyundai,Entourage,2008,petrol,3.8,11.2
Hyundai,Entourage,2009,petrol,3.8,11.2
Hyundai,Equus,2011,petrol,4.6,11.1
Hyundai,Equus,2012,petrol,5.0,11.4
Hyundai,Equus,2013,petrol,5.0,11.4
Hyundai,Equus,2014,petrol,5.0,11.7
Hyundai,Equus,2015,petrol,5.0,13.3
Hyundai,Equus,2016,petrol,5.0,13.3
Hyundai,Genesis,2009,petrol,3.8,9.5
Hyundai,Genesis,2009,petrol,4.6,10.6
Hyundai,Genesis,2010,petrol,3.8,9.5
Hyundai,Genesis,2010,petrol,4.6,10.6
Hyundai,Genesis,2011,petrol,3.8,9.5
Hyundai,Genesis,2011,petrol,4.6,10.5
Hyundai,Genesis,2012,petrol,3.8,9.5
Hyundai,Genesis,2013,petrol,3.8,9.5
Hyundai,Genesis,2014,petrol,3.8,9.6
Hyundai,Genesis AWD,2015,petrol,3.8,12.1
Hyundai,Genesis AWD,2015,petrol,5.0,14.2
Hyundai,Genesis AWD,2016,petrol,3.8,12.1
Hyundai,Genesis AWD,2016,petrol,5.0,14.2
Hyundai,Genesis Coupe,2010,petrol,2.0,8.6
Hyundai,Genesis Coupe,2010,petrol,3.8,9.9
Hyundai,Genesis Coupe,2011,petrol,2.0,8.65
Hyundai,Genesis Coupe,2011,petrol,3.8,10.0
Hyundai,Genesis Coupe,2012,petrol,2.0,8.65
Hyundai,Genesis Coupe,2012,petrol,3.8,10.0
Hyundai,Genesis Coupe,2013,petrol,2.0,8.55
Hyundai,Genesis Coupe,2013,petrol,3.8,9.5
Hyundai,Genesis Coupe,2015,petrol,3.8,12.35
Hyundai,Genesis Coupe,2016,petrol,3.8,12.15
Hyundai,Genesis R-Spec,2012,petrol,5.0,11.3
Hyundai,Genesis R-Spec,2013,petrol,5.0,11.2
Hyundai,IONIQ,2017,petrol,1.6,4.4
Hyundai,IONIQ,2018,petrol,1.6,4.3
Hyundai,IONIQ,2019,petrol,1.6,4.3
Hyundai,IONIQ,2020,petrol,1.6,4.2
Hyundai,IONIQ,2021,petrol,1.6,4.2
Hyundai,IONIQ,2022,petrol,1.6,4.2
Hyundai,IONIQ 5 Long Range,2022,electric,,18.6
Hyundai,IONIQ 5 Long Range,2023,electric,,18.6
Hyundai,IONIQ 5 Long Range,2024,electric,,18.6
Hyundai,IONIQ 5 Long Range,2025,electric,,16.9
Hyundai,IONIQ 5 Long Range,2026,electric,,16.9
Hyundai,IONIQ 5 Long Range AWD,2022,electric,,21.3
Hyundai,IONIQ 5 Long Range AWD,2023,electric,,21.0
Hyundai,IONIQ 5 Long Range AWD,2024,electric,,21.5
Hyundai,"IONIQ 5 Long Range AWD (19"" Wheels)",2025,electric,,20.1
Hyundai,"IONIQ 5 Long Range AWD (19"" Wheels)",2026,electric,,20.1
Hyundai,"IONIQ 5 Long Range AWD (20"" Wheels)",2025,electric,,21.5
Hyundai,"IONIQ 5 Long Range AWD (20"" Wheels)",2026,electric,,21.5
Hyundai,IONIQ 5 Long Range AWD XRT,2025,electric,,22.2
Hyundai,IONIQ 5 Long Range AWD XRT,2026,electric,,22.2
Hyundai,IONIQ 5 N,2025,electric,,26.7
Hyundai,IONIQ 5 N,2026,electric,,26.7
Hyundai,IONIQ 5 Standard Range,2022,electric,,19.3
Hyundai,IONIQ 5 Standard Range,2023,electric,,19.3
Hyundai,IONIQ 5 Standard Range,2025,electric,,18.5
Hyundai,"IONIQ 6 Long Range (18"" Wheels)",2023,electric,,14.9
Hyundai,"IONIQ 6 Long Range (18"" Wheels)",2024,electric,,14.9
Hyundai,"IONIQ 6 Long Range (18"" Wheels)",2025,electric,,16.2
Hyundai,"IONIQ 6 Long Range (20"" Wheels)",2024,electric,,18.0
Hyundai,"IONIQ 6 Long Range (20"" Wheels)",2025,electric,,18.6
Hyundai,"IONIQ 6 Long Range AWD (18"" Wheels)",2023,electric,,17.4
Hyundai,"IONIQ 6 Long Range AWD (18"" Wheels)",2024,electric,,17.4
Hyundai,"IONIQ 6 Long Range AWD (18"" Wheels)",2025,electric,,17.4
Hyundai,"IONIQ 6 Long Range AWD (20"" Wheels)",2023,electric,,20.5
Hyundai,"IONIQ 6 Long Range AWD (20"" Wheels)",2024,electric,,20.5
Hyundai,"IONIQ 6 Long Range AWD (20"" Wheels)",2025,electric,,20.5
Hyundai,IONIQ 6 Standard Range,2023,electric,,15.5
Hyundai,IONIQ 9,2026,electric,,23.0
Hyundai,IONIQ 9 AWD,2026,electric,,23.8
Hyundai,IONIQ 9 AWD Performance,2026,electric,,24.7
Hyundai,IONIQ Blue,2017,petrol,1.6,4.1
Hyundai,IONIQ Blue,2018,petrol,1.6,4.1
Hyundai,IONIQ Blue,2019,petrol,1.6,4.1
Hyundai,IONIQ Blue,2020,petrol,1.6,4.1
Hyundai,IONIQ Blue,2021,petrol,1.6,4.0
Hyundai,IONIQ Blue,2022,petrol,1.6,4.0
